chen_sample_label,sample,assay,assay_set,treatment,rep,time,total_raw_count,bias_prevalence,normalization_factor
hBFA1-21C-R1-Time8,hBFA1:21C-R1-T8,hBFA1:21C-R1,hBFA1,21C,R1,1.0,1917150,-0.06787082572224826,688.5991799077397
hBFA1-21C-R1-Time16,hBFA1:21C-R1-T16,hBFA1:21C-R1,hBFA1,21C,R1,2.0,2168035,-0.20089005902672016,788.7982440672196
hBFA1-21C-R1-Time24,hBFA1:21C-R1-T24,hBFA1:21C-R1,hBFA1,21C,R1,3.0,2068099,0.3902494058210467,740.5628315654694
hBFA1-21C-R1-Time40,hBFA1:21C-R1-T40,hBFA1:21C-R1,hBFA1,21C,R1,5.0,2118452,-0.16721879163532463,607.3946694003075
hBFA1-21C-R2-Time8,hBFA1:21C-R2-T8,hBFA1:21C-R2,hBFA1,21C,R2,1.0,2111700,-0.06550614349333343,741.802192326856
hBFA1-21C-R2-Time16,hBFA1:21C-R2-T16,hBFA1:21C-R2,hBFA1,21C,R2,2.0,2150472,-0.12687582239894607,770.0505367390971
hBFA1-21C-R2-Time24,hBFA1:21C-R2-T24,hBFA1:21C-R2,hBFA1,21C,R2,3.0,2022493,0.24255925435867445,715.2479432585678
hBFA1-21C-R2-Time40,hBFA1:21C-R2-T40,hBFA1:21C-R2,hBFA1,21C,R2,5.0,2465801,-0.09543815143578017,670.1121076233184
hBFA1-37C-R1-Time8,hBFA1:37C-R1-T8,hBFA1:37C-R1,hBFA1,37C,R1,1.0,1816186,1.6648209551155355,631.2783505154639
hBFA1-37C-R1-Time16,hBFA1:37C-R1-T16,hBFA1:37C-R1,hBFA1,37C,R1,2.0,1992657,-0.5406957761722752,736.232448822276
hBFA1-37C-R1-Time24,hBFA1:37C-R1-T24,hBFA1:37C-R1,hBFA1,37C,R1,3.0,2071290,-2.4881285215852396,730.765556102219
hBFA1-37C-R1-Time40,hBFA1:37C-R1-T40,hBFA1:37C-R1,hBFA1,37C,R1,5.0,2032937,1.3792111102786948,579.5474226804124
hBFA1-37C-R2-Time8,hBFA1:37C-R2-T8,hBFA1:37C-R2,hBFA1,37C,R2,1.0,2408886,-2.2772686899992647,840.592725409836
hBFA1-37C-R2-Time16,hBFA1:37C-R2-T16,hBFA1:37C-R2,hBFA1,37C,R2,2.0,2371746,-2.2848691004630797,865.116555886778
hBFA1-37C-R2-Time24,hBFA1:37C-R2-T24,hBFA1:37C-R2,hBFA1,37C,R2,3.0,1886703,8.026120862588241,623.3868532400222
hBFA1-37C-R2-Time40,hBFA1:37C-R2-T40,hBFA1:37C-R2,hBFA1,37C,R2,5.0,2169673,-3.4247643884320467,611.0855532786885
hBFA1-48Hr-R1-Time8,hBFA1:48Hr-R1-T8,hBFA1:48Hr-R1,hBFA1,48Hr,R1,1.0,1374578,4.065100815552557,477.1888256595965
hBFA1-48Hr-R1-Time16,hBFA1:48Hr-R1-T16,hBFA1:48Hr-R1,hBFA1,48Hr,R1,2.0,2073939,-4.206325957342237,720.8498713459715
hBFA1-48Hr-R1-Time24,hBFA1:48Hr-R1-T24,hBFA1:48Hr-R1,hBFA1,48Hr,R1,3.0,1913013,-1.548746072071325,628.6441556769307
hBFA1-48Hr-R1-Time40,hBFA1:48Hr-R1-T40,hBFA1:48Hr-R1,hBFA1,48Hr,R1,5.0,2727518,1.9195156311608297,747.0858768753234
hBFA1-48Hr-R2-Time8,hBFA1:48Hr-R2-T8,hBFA1:48Hr-R2,hBFA1,48Hr,R2,1.0,2527232,-2.816191845505624,902.8106295149639
hBFA1-48Hr-R2-Time16,hBFA1:48Hr-R2-T16,hBFA1:48Hr-R2,hBFA1,48Hr,R2,2.0,2122894,4.625212897615445,758.2951748517193
hBFA1-48Hr-R2-Time24,hBFA1:48Hr-R2-T24,hBFA1:48Hr-R2,hBFA1,48Hr,R2,3.0,2181970,-1.4397420127862584,732.4390671409077
hBFA1-48Hr-R2-Time40,hBFA1:48Hr-R2-T40,hBFA1:48Hr-R2,hBFA1,48Hr,R2,5.0,2019366,-0.4926382606281583,559.9231166150671
hBFA1-FLC4-R2-Time8,hBFA1:FLC4-R2-T8,hBFA1:FLC4-R2,hBFA1,FLC4,R2,1.0,810857,-0.43084838819195603,638.2411347517731
hBFA1-FLC4-R2-Time24,hBFA1:FLC4-R2-T24,hBFA1:FLC4-R2,hBFA1,FLC4,R2,3.0,450288,0.8610767693034762,393.1611556362809
hBFA1-FLC4-R2-Time40,hBFA1:FLC4-R2-T40,hBFA1:FLC4-R2,hBFA1,FLC4,R2,5.0,501961,-0.4306934334653315,400.78014184397165
hBFA1-GlyEtOH-R1-Time8,hBFA1:GlyEtOH-R1-T8,hBFA1:GlyEtOH-R1,hBFA1,GlyEtOH,R1,1.0,1648916,-0.09211395907605074,741.5078014184397
hBFA1-GlyEtOH-R1-Time16,hBFA1:GlyEtOH-R1-T16,hBFA1:GlyEtOH-R1,hBFA1,GlyEtOH,R1,2.0,1563435,0.119333632216337,618.8090869349502
hBFA1-GlyEtOH-R1-Time40,hBFA1:GlyEtOH-R1-T40,hBFA1:GlyEtOH-R1,hBFA1,GlyEtOH,R1,5.0,2457444,-0.02887982219824539,291.3262411347518
hBFA1-GlyEtOH-R2-Time8,hBFA1:GlyEtOH-R2-T8,hBFA1:GlyEtOH-R2,hBFA1,GlyEtOH,R2,1.0,1729100,0.2870513567323742,659.2631166797181
hBFA1-GlyEtOH-R2-Time16,hBFA1:GlyEtOH-R2-T16,hBFA1:GlyEtOH-R2,hBFA1,GlyEtOH,R2,2.0,3351420,-1.9302962517550262,1096.088638402392
hBFA1-GlyEtOH-R2-Time24,hBFA1:GlyEtOH-R2-T24,hBFA1:GlyEtOH-R2,hBFA1,GlyEtOH,R2,3.0,2923374,2.3242553898657707,667.0595621588493
hBFA1-GlyEtOH-R2-Time40,hBFA1:GlyEtOH-R2-T40,hBFA1:GlyEtOH-R2,hBFA1,GlyEtOH,R2,5.0,2283582,-0.6878232656069829,188.79091620986688
hBFA1-SC-R1-Time8,hBFA1:SC-R1-T8,hBFA1:SC-R1,hBFA1,SC,R1,1.0,1575308,-1.197239628420704,599.010455104551
hBFA1-SC-R1-Time16,hBFA1:SC-R1-T16,hBFA1:SC-R1,hBFA1,SC,R1,2.0,1552685,0.7327741009599987,609.8660632155841
hBFA1-SC-R1-Time24,hBFA1:SC-R1-T24,hBFA1:SC-R1,hBFA1,SC,R1,3.0,1584986,1.2596937539809334,604.5240512640645
hBFA1-SC-R1-Time40,hBFA1:SC-R1-T40,hBFA1:SC-R1,hBFA1,SC,R1,5.0,1558740,-0.8348462519280613,504.81242312423126
hBFA1-SC-R2-Time8,hBFA1:SC-R2-T8,hBFA1:SC-R2,hBFA1,SC,R2,1.0,1883034,0.11944870410064877,688.6540948275862
hBFA1-SC-R2-Time16,hBFA1:SC-R2-T16,hBFA1:SC-R2,hBFA1,SC,R2,2.0,1737092,0.7866132442724203,641.4510838767005
hBFA1-SC-R2-Time24,hBFA1:SC-R2-T24,hBFA1:SC-R2,hBFA1,SC,R2,3.0,1867711,-1.4879417290414318,679.3418595207521
hBFA1-SC-R2-Time40,hBFA1:SC-R2-T40,hBFA1:SC-R2,hBFA1,SC,R2,5.0,1759607,0.524389992145931,547.5501077586207
hBFA1-YPD-R1-Time8,hBFA1:YPD-R1-T8,hBFA1:YPD-R1,hBFA1,YPD,R1,1.0,1328214,-0.04391083153398706,445.36561743341406
hBFA1-YPD-R1-Time16,hBFA1:YPD-R1-T16,hBFA1:YPD-R1,hBFA1,YPD,R1,2.0,1884894,-0.037489966480915335,623.5089230506026
hBFA1-YPD-R1-Time24,hBFA1:YPD-R1-T24,hBFA1:YPD-R1,hBFA1,YPD,R1,3.0,3388195,0.16763611946377507,1048.3348950994714
hBFA1-YPD-R1-Time40,hBFA1:YPD-R1-T40,hBFA1:YPD-R1,hBFA1,YPD,R1,5.0,1850120,-0.07661178028694517,404.84261501210653
hBFA1-YPD-R2-Time8,hBFA1:YPD-R2-T8,hBFA1:YPD-R2,hBFA1,YPD,R2,1.0,1712142,0.192900733337703,589.0238821138212
hBFA1-YPD-R2-Time16,hBFA1:YPD-R2-T16,hBFA1:YPD-R2,hBFA1,YPD,R2,2.0,1996011,-0.14061812951056463,670.7380681623205
hBFA1-YPD-R2-Time24,hBFA1:YPD-R2-T24,hBFA1:YPD-R2,hBFA1,YPD,R2,3.0,1847952,-0.22746480426737403,582.7505982226256
hBFA1-YPD-R2-Time40,hBFA1:YPD-R2-T40,hBFA1:YPD-R2,hBFA1,YPD,R2,5.0,2023457,0.15099376595730327,461.7357723577236
hBFA1-pH3_8-R1-Time8,hBFA1:pH3.8-R1-T8,hBFA1:pH3.8-R1,hBFA1,pH3.8,R1,1.0,1952835,0.1028236928440762,693.1662310507057
hBFA1-pH3_8-R1-Time16,hBFA1:pH3.8-R1-T16,hBFA1:pH3.8-R1,hBFA1,pH3.8,R1,2.0,2204561,0.3098662418107716,802.8108799781478
hBFA1-pH3_8-R1-Time24,hBFA1:pH3.8-R1-T24,hBFA1:pH3.8-R1,hBFA1,pH3.8,R1,3.0,2539318,-0.7578711460460217,906.3902782943875
hBFA1-pH3_8-R1-Time40,hBFA1:pH3.8-R1-T40,hBFA1:pH3.8-R1,hBFA1,pH3.8,R1,5.0,2296210,0.2709722843259999,651.3125980135912
hBFA1-pH3_8-R2-Time8,hBFA1:pH3.8-R2-T8,hBFA1:pH3.8-R2,hBFA1,pH3.8,R2,1.0,1711136,-4.24406492978719,563.5342995169082
hBFA1-pH3_8-R2-Time16,hBFA1:pH3.8-R2-T16,hBFA1:pH3.8-R2,hBFA1,pH3.8,R2,2.0,2404233,4.914239957497955,811.3072868474313
hBFA1-pH3_8-R2-Time24,hBFA1:pH3.8-R2-T24,hBFA1:pH3.8-R2,hBFA1,pH3.8,R2,3.0,2823044,1.1256364773204168,939.0596335725529
hBFA1-pH3_8-R2-Time40,hBFA1:pH3.8-R2-T40,hBFA1:pH3.8-R2,hBFA1,pH3.8,R2,5.0,3102324,-1.7681669210124253,849.0212560386474
hBFA1-pH7_3-R1-Time8,hBFA1:pH7.3-R1-T8,hBFA1:pH7.3-R1,hBFA1,pH7.3,R1,1.0,2499948,-0.6755799505308682,846.1200578592093
hBFA1-pH7_3-R1-Time16,hBFA1:pH7.3-R1-T16,hBFA1:pH7.3-R1,hBFA1,pH7.3,R1,2.0,2244076,-0.017056143300021736,795.3048481412477
hBFA1-pH7_3-R1-Time24,hBFA1:pH7.3-R1-T24,hBFA1:pH7.3-R1,hBFA1,pH7.3,R1,3.0,2563277,1.3022707943345604,907.0745127149064
hBFA1-pH7_3-R1-Time40,hBFA1:pH7.3-R1-T40,hBFA1:pH7.3-R1,hBFA1,pH7.3,R1,5.0,2719186,-0.6716722010390284,912.480231436837
hBFA1-pH7_3-R2-Time8,hBFA1:pH7.3-R2-T8,hBFA1:pH7.3-R2,hBFA1,pH7.3,R2,1.0,2757245,-0.08608847399162645,917.0566298342542
hBFA1-pH7_3-R2-Time16,hBFA1:pH7.3-R2-T16,hBFA1:pH7.3-R2,hBFA1,pH7.3,R2,2.0,2680456,0.7669453932255321,923.8147493387108
hBFA1-pH7_3-R2-Time24,hBFA1:pH7.3-R2-T24,hBFA1:pH7.3-R2,hBFA1,pH7.3,R2,3.0,2585981,-0.9315262284843123,899.9794450602226
hBFA1-pH7_3-R2-Time40,hBFA1:pH7.3-R2-T40,hBFA1:pH7.3-R2,hBFA1,pH7.3,R2,5.0,2769573,0.2762605592609024,897.3517495395948
